Unnamed: 0,Absorption/nm,Emission/nm,PLQY,SMILES,solvent,Reference(doi),Et30,SP,SdP,SA,SB,"Test method of Quantum Yield (0= measured by relative method/not mention in origin paper, 1= absolute QY)",Unnamed: 13
126,559.0,585.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c(cc(cc1C)C)C)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
127,564.0,586.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OC)cc1)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
128,565.0,587.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(NC(=O)C)cc1)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
129,558.0,573.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OC)c(OC(OC(C)(C)C)=O)cc1)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
130,562.0,581.0,,Clc1cc(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c(O)cc1,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
131,569.0,573.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(O)ccc1O)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
132,563.0,580.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cccc(O)c1O)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
133,562.0,580.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cccc(OCC)c1O)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
134,566.0,590.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OC(OC(C)(C)C)=O)cc1)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
135,561.0,580.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccccc1OCC(O)=O)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
136,561.0,574.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc([N+](=O)[O-])c(O)cc1)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
137,568.0,592.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(O)c(OC)cc1)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
138,560.0,573.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc([N+](=O)[O-])ccc1O)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
139,566.0,593.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1[nH]cnc1C)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
140,573.0,597.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1oc(cc1)C)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
141,564.0,582.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc3c(cc1)cccc3)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
142,566.0,592.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc3OCOc3cc1)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
143,565.0,588.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OCCC)cc1)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
144,563.0,580.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)C=O)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
145,556.0,573.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccccc1C)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
146,558.0,573.0,,Clc1cc(Cl)ccc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
147,572.0,591.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\C=C\c1ccccc1)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
148,566.0,594.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(O)cc1)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
149,554.0,568.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)C(F)(F)F)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
150,563.0,583.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OCCCN(C)C)cc1)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
151,568.0,598.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OCC)c(OC)cc1)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
152,586.0,661.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c3c(cccc3)c(O)cc1)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
153,555.0,572.0,,Clc1c(cccc1Cl)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
154,558.0,573.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)C(C)(C)C)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
155,562.0,582.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(Oc3ccc(OC)cc3)cc1)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
156,564.0,582.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)-c1ccc(cc1)C(OC)=O)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
157,567.0,583.0,,Brc1cc(sc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
158,557.0,571.0,,Clc1cc(ccc1Cl)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
159,580.0,621.0,,Brc1cc2c([nH]cc2\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)cc1,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
160,555.0,570.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OC)ccc1)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
161,558.0,573.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)B(O)O)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
162,580.0,598.0,,s1c(ccc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C)C=O,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
163,562.0,580.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccccc1O)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
164,554.0,569.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccccc1C(O)=O)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
165,573.0,607.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OC)cc1O)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
166,584.0,628.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(O)c(O)c1O)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
167,600.0,664.0,,Clc1cc(ccc1OC)-c1oc(cc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
168,561.0,579.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccccc1OC)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
169,562.0,579.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)-c1cncnc1)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
170,557.0,572.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(O)cc(O)c1)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
171,560.0,579.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccccc1OCC=C)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
172,612.0,670.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1[nH]c(cc1C)C)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
173,571.0,604.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OC)cc1OC)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
174,555.0,570.0,,Clc1ccccc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
175,557.0,572.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)C)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
176,556.0,571.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OC)cc(OC)c1)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
177,561.0,578.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccccc1OCc1ccccc1)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
178,558.0,575.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)C(OC)=O)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
179,556.0,583.0,,Clc1c(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c(Cl)cc(OC)c1O,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
180,558.0,573.0,,P(c1ccccc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C)(c1ccccc1)c1ccccc1,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
181,557.0,573.0,,Brc1cc(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c(OC)c(OC)c1,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
182,559.0,574.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c3OCOc3ccc1)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
183,574.0,597.0,,s1c(ccc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C)C,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
184,560.0,574.0,,Ic1ccc(cc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
185,569.0,588.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1oc(cc1)CO)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
186,561.0,579.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(F)ccc1OC)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
187,554.0,570.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccccc1OC(F)F)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
188,558.0,573.0,,Brc1cc(Br)cc(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c1OC,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
189,561.0,579.0,,Ic1cc(cc(OC)c1OC)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
190,544.0,570.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c(cccc1C)C)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
191,553.0,569.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(cc(F)c1)C(F)(F)F)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
192,555.0,571.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OC)ccc1F)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
193,571.0,602.0,,Brc1cc(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c(OC)cc1OC,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
194,565.0,581.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)-c1cc(ccc1)C(O)=O)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
195,556.0,571.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(F)c(cc1)C)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
196,559.0,577.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc([N+](=O)[O-])ccc1OC)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
197,554.0,571.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccccc1CC)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
198,556.0,571.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc([N+](=O)[O-])c(cc1)CC)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
199,557.0,578.0,,Clc1cc(cc(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c1F)C(F)(F)F,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
200,558.0,575.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c(OC)cccc1F)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
201,555.0,570.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc([N+](=O)[O-])c(cc1)C)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
202,560.0,581.0,,Brc1cccc(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c1O,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
203,553.0,571.0,,Brc1ccc(F)cc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
204,560.0,578.0,,Brc1cc(cc(OC)c1OC)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
205,562.0,582.0,,Brc1cc(ccc1OC)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
206,556.0,572.0,,Brc1c(O)c(OC)ccc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
207,561.0,576.0,,Brc1ccc2OCOc2c1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
208,558.0,574.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)CCCC)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
209,565.0,587.0,,Brc1cc(c2OCOc2c1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
210,557.0,574.0,,Brc1cc(ccc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C)C,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
211,566.0,591.0,,BrCCOc1ccc(cc1OC)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
212,554.0,568.0,,Brc1cc(ccc1F)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
213,566.0,589.0,,Clc1cc(O)ccc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
214,561.0,581.0,,Clc1nc2c(cc1\C=C\c1n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c1)C)cccc2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
215,561.0,581.0,,Clc1cc(ccc1OC)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
216,564.0,590.0,,Clc1cc(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c(O)c(OC)c1,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
217,559.0,577.0,,Clc1ccc(Oc2ccc(cc2)\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)cc1,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
218,552.0,569.0,,Clc1cccc(F)c1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
219,555.0,571.0,,Clc1c(cccc1OC)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
220,556.0,571.0,,Clc1cc(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c(OC)c(OC)c1,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
221,556.0,577.0,,Clc1c(cccc1O)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
222,592.0,628.0,,Clc1cc(ccc1)-c1oc(cc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
223,543.0,567.0,,Clc1cccc(C)c1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
224,562.0,578.0,,Clc1cc(ccc1C)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
225,559.0,579.0,,Clc1cc(Oc2ccc(cc2)\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)ccc1,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
226,559.0,580.0,,Clc1cccc(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c1O,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
227,563.0,579.0,,Clc1c(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c(F)ccc1F,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
228,559.0,577.0,,Clc1cc(cc(OC)c1OC)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
229,554.0,571.0,,Clc1cc(F)ccc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
230,553.0,568.0,,Clc1cc(ccc1F)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
231,549.0,565.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\C=1CCCCC=1)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
232,557.0,575.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccccc1Oc1cc(OC)ccc1)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
233,555.0,570.0,,Clc1cc(Oc2cc(ccc2)\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)ccc1Cl,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
234,561.0,581.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(Oc3ccc(cc3)C)cc1)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
235,565.0,595.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c3c(cc(OC)c1OC)cccc3)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
236,578.0,591.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1C(F)(F)F)C(F)(F)F)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
237,555.0,570.0,,Ic1cc(ccc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
238,557.0,576.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OC)c(OC)cc1F)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
239,566.0,588.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(Oc3ccc(cc3)C=O)cc1)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
240,556.0,569.0,,Ic1cc(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c(F)cc1,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
241,563.0,587.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OC)c(OC)c(O)c1)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
242,555.0,570.0,,Clc1cc(Oc2cc(ccc2)\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)cc(Cl)c1,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
243,563.0,583.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cccc(C(C)(C)C)c1O)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
244,565.0,593.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OC)c(C)c1C)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
245,554.0,571.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(Oc3ccccc3)c(F)cc1)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
246,556.0,570.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OC)c(F)cc1)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
247,566.0,605.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(C)c(O)cc1)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
248,554.0,569.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cccc(OC)c1F)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
249,559.0,579.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cccc([N+](=O)[O-])c1O)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
250,572.0,608.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OCC)cc1OCC)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
251,557.0,576.0,,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cccc(OCC)c1OCC)C=CC=2,DMSO,10.1002/minf.201000089,45.1,0.83,1.0,0.072,0.647,,
